,source,text,words
734,wiki,"The second round (play-offs) was contested by the ten group runners-up and the best two Nations League group winners, based on the Nations League overall ranking, who finished outside the top two of their qualifying group. They were separated into three play-off paths, with each path featuring two single-leg semi-finals and one single-leg final. The semi-finals were hosted by the six best-ranked runners-up of the qualifying group stage, while the host of the final was determined by a draw. The semi-finals were played on 24 March and 1 June, and the finals on 29 March and 5 June 2022. The winners of each path qualified for the World Cup.",109
735,wiki,,0
736,wiki,"The ten runners-up from the first round advanced to the play-offs. Based on the results from the qualifying group stage, the six best-ranked teams were seeded, while the bottom four were unseeded in the semi-final draw.",36
737,wiki,"The best two Nations League group winners that finished outside the top two of their qualifying group advanced to the play-offs and were unseeded in the semi-final draw.

Key

 &  Team qualified directly for World Cup as qualifying group winner
   Team advanced to the play-offs as qualifying group runner-up
   Team (in bold) advanced to the play-offs as one of the best two Nations League group winners outside top two of their qualifying group",73
738,wiki,"Following the completion of the UEFA first round, the twelve teams that advanced to the play-offs were drawn into three paths of four teams on 26 November 2021, 17:00 CET, in Zürich, Switzerland. The following procedure was applied in the draw:
The six seeded teams were allocated to semi-finals 1 to 6 as the host team in the order drawn.
The six unseeded teams were allocated to semi-finals 1 to 6 as the away team in the order drawn.
Play-off Path A was formed by semi-finals 1 and 2, with the winners of both semi-finals advancing to final A.
Play-off Path B was formed by semi-finals 3 and 4, with the winners of both semi-finals advancing to final B.
Play-off Path C was formed by semi-finals 5 and 6, with the winners of both semi-finals advancing to final C.
The semi-final winners that host play-off finals A, B and C were decided by a draw.For political reasons related to the Russo-Ukrainian War, Russia and Ukraine could not be drawn into the same play-off path.The six runners-up with the best group stage performance were seeded in the semi-final draw, while the remaining four runners-up and two teams advancing via the Nations League were unseeded. The seedings were as follows:",208
739,wiki,,0
740,wiki,,0
741,wiki,,0
742,wiki,The following 13 teams from UEFA qualified for the final tournament.,11
743,wiki,"There were 781 goals scored in 258 matches, for an average of 3.03 goals per match.

12 goals
9 goals
8 goals
6 goals
Below are full goalscorer lists for all groups and the play-off rounds:",36
744,wiki,The second round of CONCACAF matches for 2022 FIFA World Cup qualification was played on 12 and 15 June 2021.,20
745,wiki,A total of six teams advanced from the first round and played home-and-away over two legs in three ties. The three winners advanced to the third round.,27
746,wiki,"The first and second legs were originally scheduled for March 2021, but were later rescheduled to June 2021 due to the COVID-19 pandemic.",23
747,wiki,"Note: Bolded teams qualified for the third round.

The second round ties were predetermined as follows:

Group A winner v Group F winner
Group B winner v Group E winner
Group C winner v Group D winnerThe winners of Groups D–F hosted the first leg, while the winners of Groups A–C hosted the second leg.",55
748,wiki,"El Salvador won 6–0 on aggregate and advanced to the third round.

Canada won 4–0 on aggregate and advanced to the third round.

Panama won 2–1 on aggregate and advanced to the third round.",34
749,wiki,"There were 13 goals scored in 6 matches, for an average of 2.17 goals per match.

2 goals
1 goal
1 own goal",23
750,wiki,"The 2022 FIFA World Cup qualification CONCACAF–OFC play-off was a single-leg match between the fourth-placed team of the CONCACAF third round, Costa Rica, and the winners from the OFC, New Zealand. Before their identity was known, the winners of the play-off had already been allocated to Group E at the World Cup.The match was played on 14 June 2022 at the Ahmad bin Ali Stadium in Al Rayyan, Qatar. Costa Rica won the match 1–0 to qualify for the 2022 FIFA World Cup in Qatar.",85
751,wiki,"The draw for the inter-confederation play-off fixtures was held on 26 November 2021.Both teams had met once, a friendly won 4–0 by Costa Rica at the Ricardo Saprissa stadium on 24 March 2007. Current Costa Rican captain Bryan Ruiz, then 21 years old, scored a goal and gave an assist in that match. He is also the only player from that match to remain active with his national team. Current New Zealand's coach Danny Hay also played that match.The match was the second inter-confederation play-off for Costa Rica, having previously lost 1–2 on aggregate to Uruguay in 2009. Since the OFC had no direct qualification spots, New Zealand reached the intercontinental play-offs for the fourth consecutive time, winning the first (against Bahrain in 2009) and losing the remaining two (against Mexico in 2013 and against Peru in 2017).Costa Rica had a complicated start of the qualifying process. During the first half of the CONCACAF third round, Costa Rica stood fifth at only six points out of twenty-one, five points behind Panama, then the fourth-placed team. The second half of the round began on 16 November 2021; that night, as Costa Rica was drawing a home match against Honduras, their gap against the Panamanians almost increased to seven points; however, a late goal by Gerson Torres gave a crucial victory for the Ticos, who from then onwards enrolled in an unprecedented comeback, with six victories and one draw that saw them overtaking Panama, ending Canada's undefeated streak, and finishing fourth of the table, with only the goal difference preventing them to overtake the United States for the third place.Marked by several delays due to effects of the COVID-19 pandemic such as travel restrictions that national teams couldn't be able to travel in those countries, the OFC qualification round announced the tournament scheduled to be held in Qatar in March 2022. New Zealand won the tournament and qualified to the play-off match against the CONCACAF fourth-placed team, who was unknown at the time.The group stage draw took place on 1 April 2022, leaving the CONCACAF–OFC play-off winners allocated in Group E, alongside Spain, Japan, and Germany. Later, in May, FIFA revealed the stadium that would host both the AFC vs CONMEBOL and CONCACAF vs OFC play-off matches: the Ahmad bin Ali Stadium. The winners of the CONCACAF vs OFC play-off match are set to return to the stadium at the World Cup to face Japan on 27 November.",406
